id,path,name,created_by,date_created,description
1021187,PotentialBMcall,PotentialBMcall,"Cann, D",2021-10-27,Prospective contacts to be called by a Board member
1021320,Recurring,Recurring,"Cann, D",2021-10-27,Recurring contributions from Pledge
1021172,Research,Research,"Cann, D",2021-10-27,codes for intern research
1021173,Research/HDNeedsResearch,HDNeedsResearch,"Cann, D",2021-10-27,high dollar needs research
1021174,Research/HDNotforCT,HDNotforCT,"Cann, D",2021-10-27,high dollar research not for call time - whatever that means
1021175,Research/HDResearchComplete,HDResearchComplete,"Cann, D",2021-10-27,high dollor research complete
1021211,Research/LDneedesresearch,LDneedesresearch,"Cann, D",2021-10-27,low dollar donor needs research
1021212,Research/LDnotforcalltime,LDnotforcalltime,"Cann, D",2021-10-27,low dollar donor not for call time but researched???
1021210,Research/LDresearchcomplete,LDresearchcomplete,"Cann, D",2021-10-27,low dollar donor research complete
1021192,Saguaroemails,Saguaroemails,"Cann, D",2021-10-27,
1021227,SEND MOLLY LOG EMAIL,SEND MOLLY LOG EMAIL,"Cann, D",2021-10-27,
1038380,Store,Store,"Quinn, L",2023-06-12,
1038381,Store/GreenWave,GreenWave,"Quinn, L",2023-06-12,received a Green bandana
1043891,Tabling Sign Up,Tabling Sign Up,"Burkhart, E",2025-03-11,"Signed up at tabling, rally, march, etc."
1021287,Tribe,Tribe,"Cann, D",2021-10-27,Arizona Tribe Contact
1021341,Unsubscrib,Unsubscrib,"Cann, D",2021-10-27,Unsubscribes from CM emails
1021409,Unsubscribed Mandate,Unsubscribed Mandate,"Cann, D",2021-10-27,Unsubscribed list from Mandate Media 8-9-16
1042810,VANbiguous,VANbiguous,"Burkhart, E",2024-09-24,Multiple VAN entries with matching name; not enough information to determine
1021274,VIP,VIP,"Cann, D",2021-10-27,VIP
1039273,Virginia Yrun Target,Virginia Yrun Target,"Quinn, L",2023-10-20,
1021272,Volunteer,Volunteer,"Cann, D",2021-10-27,Volunteer: Regular
1021226,Volunteer/2020Volunteer,2020Volunteer,"Cann, D",2021-10-27,
1039948,Volunteer/AAA Initiative,AAA Initiative,"Burkhart, E",2024-01-10,Volunteers for AAA Initiative 2024
1039967,Volunteer/AAA Initiative/AAA Active,AAA Active,"Burkhart, E",2024-01-12,Active Petition gatherer 2024
1039968,Volunteer/AAA Initiative/AAA Notary,AAA Notary,"Burkhart, E",2024-01-12,Notary AAA 2024
1021422,Volunteer/EventSupport,EventSupport,"Cann, D",2021-10-27,
1021345,Volunteer/GenVol,GenVol,"Cann, D",2021-10-27,General Volunteer
1021347,Volunteer/HouseParty,HouseParty,"Cann, D",2021-10-27,Host a house party
1021350,Volunteer/Mailings,Mailings,"Cann, D",2021-10-27,Help with mailings
1041829,Volunteer/New Volunteer,New Volunteer,"Burkhart, E",2024-07-02,Temporary for new volunteers
1021348,Volunteer/Phonebank,Phonebank,"Cann, D",2021-10-27,Make phone calls
1021346,Volunteer/VolCandate,VolCandate,"Cann, D",2021-10-27,Volunteer to help candidates
1021423,Volunteer/VolCoordinator,VolCoordinator,"Cann, D",2021-10-27,
1021426,Volunteer/VolFundraising,VolFundraising,"Cann, D",2021-10-27,
1021425,Volunteer/VolOfficeAsst,VolOfficeAsst,"Cann, D",2021-10-27,
1021424,Volunteer/VolResearch,VolResearch,"Cann, D",2021-10-27,
1021349,Volunteer/Walk,Walk,"Cann, D",2021-10-27,Walk door to door
1021427,Volunteer/Web work,Web work,"Cann, D",2021-10-27,
1021295,WmnVoteStf,WmnVoteStf,"Cann, D",2021-10-27,Women Vote Workers
1028934,WmnVoteStf/SignatureStaff2022,SignatureStaff2022,"Quinn, L",2022-03-28,
1021380,WomenVoteLetterPam,WomenVoteLetterPam,"Cann, D",2021-10-27,Pam sent letter for Women Vote Project 8-15-15
1021444,YD,YD,"Cann, D",2021-10-27,
